,subjid,instructionloops,strategy,helpstrategy,howtoimprove,engagement,difficulty,externalhelp,gender,education,major,age,expNum,iid
219,219,1,"No particular strategies really, I was just trying to picture the shapes in my head.  ",,It was a shame that there were no more rounds to play.  I would have liked to have worked on a couple more.,5.0,6.0,nohelp,man,somecollege,noresp,53.0,0,219
220,220,1,I just remembered the objects during learning phase.,,No,9.0,8.0,nohelp,woman,bachelors,noresponse,30.0,0,220
221,221,2,I tried to group the shapes as best as possible by color and shape. Size was the last consideration.,,,9.0,8.0,nohelp,man,somecollege,mathscience,23.0,0,221
222,222,1,"no strategy, just basic logic",,it was simple. small shapes in A and large shapes in B,10.0,0.0,nohelp,man,somecollege,other,39.0,0,222
223,223,1,no strategies used or thought of,,should have been given more chances in first part of task to come up with rule to use in part 2,6.0,10.0,nohelp,man,bachelors,humanities,47.0,0,223
224,224,1,No strategy. I just tried to recall the correct shapes.,,,10.0,8.0,nohelp,woman,highschool,noresp,41.0,0,224
225,225,1,just trial and error.,,I appreciate the opportunity.,8.0,3.0,nohelp,man,highschool,noresp,29.0,0,225
226,226,22,No,,No,8.0,2.0,nohelp,man,bachelors,engineering,29.0,0,226
227,227,2,i just tried to group the shapes by the rules shown in the instructions,,none,10.0,10.0,nohelp,woman,highschool,noresp,33.0,0,227
228,228,2,I just paid attention and tried to memorize a pattern,,It was fun!,8.0,7.0,nohelp,man,masters,engineering,53.0,0,228
229,229,1,no,,good study,2.0,4.0,nohelp,man,masters,mathscience,33.0,0,229
230,230,6,JUST A GUESS,,NO,5.0,4.0,nohelp,woman,bachelors,business,34.0,0,230
231,231,1,,"took a couple notes about what I thought the pattern/rule was as I was learning (I don't know if this counts as an ""aid"")",,8.0,4.0,yeshelp,man,bachelors,socialscience,34.0,0,231
232,232,4,"I admit my memory isn't great today, I'm upset and troubled. So, I just trusted that I could remember as much as I did.",,"This was a great task and I am thrilled that I actually got the $10. I will note that it took me several times on the comprehensive quiz because I'm having a rough day, so my completion time took awhile but my data is totally good to use. I appreciated the extra chances at the comprehensive quiz.",10.0,9.0,nohelp,woman,somecollege,noresponse,42.0,0,232
233,233,1,I just used memorized them.,,no,7.0,0.0,nohelp,woman,bachelors,mathscience,42.0,0,233
234,234,1,I let my subconscious handle the 'memorization'.,,No.,4.0,6.0,nohelp,man,somecollege,socialscience,62.0,0,234
235,235,1,"I attempted to use my answers to gauge if there was a pattern to the grouping, but was unable to determine one.  ",,"I think a ""true"" practice round AND practice quiz might have been more helpful, followed by a full ""real"" game.",7.0,8.0,nohelp,man,bachelors,humanities,35.0,0,235
236,236,5,Nothing,,nothing,9.0,2.0,nohelp,woman,bachelors,humanities,50.0,0,236
237,237,7,Just tried to remember which one went where. I don't think two rounds is really enough to learn.,,,5.0,3.0,nohelp,man,somecollege,noresp,47.0,0,237
238,238,3,I tried to develop a rule for the cards as I went along.  It was surprisingly difficult.,,,5.0,7.0,nohelp,woman,somecollege,socialscience,58.0,0,238
239,239,4,nothing,,very engaging,10.0,10.0,nohelp,man,bachelors,engineering,36.0,0,239
240,240,1,NONE,,NO,10.0,10.0,nohelp,woman,bachelors,mathscience,22.0,0,240
241,241,1,I don't use any strategy during playing game its just memories we have about the instructions given.,,The game is very good and interesting and it improves our memory power.,5.0,5.0,nohelp,woman,masters,mathscience,25.0,0,241
242,242,2,"It seemed sensible to cut the number of memorizations in half, so that's what I did. I focused on learning which 4 were in a single group. I chose group B. That way, the other 4 in group A took care of themselves. I considered trying to find a pattern before starting, but I ruled that out because I was afraid I'd overthink it and get mixed up.",,I'm amazed I was able to remember even 4 of the 8. I'd be willing to bet the $10 I won that I've probably already forgotten at least one. My short-term memory is pretty terrible (perhaps from using far too much marijuana in my younger days).,9.0,7.0,nohelp,man,highschool,noresp,38.0,0,242
243,243,2,,,,7.0,6.0,nohelp,man,bachelors,humanities,33.0,0,243
244,244,1,na,na,na,10.0,7.0,nohelp,man,bachelors,business,28.0,0,244
245,245,1,no,,good study,7.0,3.0,nohelp,woman,masters,mathscience,50.0,0,245
246,246,1,shape color size - tried to group together hoping it was a less complicated scenario,,,8.0,7.0,nohelp,woman,bachelors,business,40.0,0,246
247,247,1,"I felt like I didn't have enough time or exposure to the groups to get any better of a score.
I can't really process those rules in my head after I'm given an ""incorrect"" and then thrown into the next question. I felt undue pressure.","I didn't use any notes, but I probably should have. I understand you are scientific researchers, but I am in poverty doing this as a means of survival, so ethically, I feel like the ball's in my court in that regard.",Provide more testing time for people.,6.0,9.0,nohelp,other,bachelors,socialscience,29.0,0,247
248,248,1,I tried to remember the patterns of what was in each group.,,No,8.0,9.0,nohelp,woman,doctor,mathscience,29.0,0,248
249,249,3,I just tried to commit the instructions to memory as best I could.,,none,10.0,8.0,nohelp,man,somecollege,humanities,31.0,0,249
250,250,1,none,,none,10.0,9.0,nohelp,woman,somecollege,noresp,70.0,0,250
251,251,7,I will give my best prediction,no,Good and knowledgeable study,5.0,7.0,nohelp,woman,bachelors,mathscience,53.0,0,251
252,252,5,,,not really,5.0,10.0,nohelp,man,highschool,noresp,26.0,0,252
253,253,1,I didn't  have one,,,5.0,5.0,nohelp,man,highschool,noresp,32.0,0,253
254,254,2,Just trying to memorize,,no,5.0,3.0,nohelp,woman,bachelors,socialscience,46.0,0,254
255,255,2,Easy to memorize.,,None,10.0,5.0,nohelp,man,masters,noresp,30.0,0,255
256,256,2,Try hard to remember the basics of each one. ,,"Fun task, just bummed out I didn't have the luck to win a bonus. ",10.0,6.0,nohelp,woman,highschool,noresp,47.0,0,256
257,257,1,,,No,6.0,7.0,nohelp,man,bachelors,socialscience,32.0,0,257
258,258,1,Try to memorize which shapes are in which group.,,,10.0,7.0,nohelp,woman,somecollege,humanities,48.0,0,258
259,259,2,"I tried A during practice until I got all of the A group, and then repeated them in my head.",,No.,10.0,7.0,nohelp,man,bachelors,mathscience,35.0,0,259
260,260,3,"simple one,the card shapes and color was used to identify the group",,learning was so simple,4.0,7.0,nohelp,woman,bachelors,engineering,35.0,0,260
261,261,1,,,,8.0,8.0,nohelp,woman,bachelors,engineering,29.0,0,261
262,262,4,pay  attention and try to memorize them .,,none,10.0,7.0,nohelp,man,bachelors,humanities,38.0,0,262
263,263,3,Mind power nothing more than that,,None,10.0,4.0,nohelp,man,bachelors,business,30.0,0,263
264,264,3,"No particyklar strategy, just had a mental picture in my head of the groups and which card was where",,None,9.0,2.0,nohelp,woman,bachelors,mathscience,30.0,0,264
265,265,1,,,,6.0,3.0,nohelp,man,masters,business,32.0,0,265
266,266,3,Figuring out that large objects were in one group and small in another (more general rules to more specific rules.,,,7.0,7.0,nohelp,man,doctor,socialscience,32.0,0,266
267,267,2,I tried but I failed. That means my strategy didn't work.,,I think the game is too hard for me.,8.0,9.0,nohelp,man,somecollege,noresponse,31.0,0,267
268,268,4,nothing,no,good,6.0,4.0,nohelp,man,masters,business,30.0,0,268
269,269,1,chose group B for all and see if they fit in or not.,,,5.0,3.0,nohelp,man,masters,business,55.0,0,269
270,270,2,I had no particular strategies,,none,2.0,6.0,nohelp,man,highschool,other,26.0,0,270
271,271,1,BY PAYING ATTENTION.,,BONUS PAYMENT ANGERS ME!!!!!!!!!!!!!!!!!!!!,9.0,1.0,nohelp,man,bachelors,mathscience,47.0,0,271
272,272,1,I just memorized which shape/color/size went where.,,,10.0,6.0,nohelp,woman,masters,other,59.0,0,272
273,273,1,I have tried to assign that by size,,Nothing,10.0,0.0,nohelp,man,masters,business,28.0,0,273
274,274,2,it was easy enough to remember,,The chances of winning were so small as to be impossible. That was truly disappointing.,2.0,0.0,nohelp,woman,bachelors,humanities,56.0,0,274
275,275,2,,,,10.0,6.0,noresp,woman,masters,mathscience,31.0,0,275
276,276,2,I guess I got lucky that all the large objects were in a group and the small ones were in a group. So it was fairly easy to pick up quickly.,,Thank you and good luck with your research.,10.0,3.0,nohelp,man,somegrad,mathscience,49.0,0,276
277,277,3,I just tried to remember.,,Fun task!,8.0,3.0,nohelp,man,somecollege,mathscience,22.0,0,277
278,278,5,no,,vey interesting,7.0,6.0,nohelp,man,masters,business,34.0,0,278
279,279,2,Basic just tried to quickly test the pattern,,,7.0,2.0,nohelp,woman,bachelors,business,51.0,0,279
280,280,3,,,,10.0,8.0,nohelp,woman,somecollege,noresponse,-1.0,0,280
281,281,2,memorize the size and shapes,,very difficult,10.0,10.0,nohelp,man,somegrad,engineering,30.0,0,281
282,282,4,no,no,good,5.0,5.0,nohelp,woman,masters,humanities,46.0,0,282
283,283,3,goood,,,3.0,5.0,nohelp,woman,bachelors,socialscience,63.0,0,283
284,284,2,I just tried to find a general rule for which shapes belonged in each category.,,No,10.0,3.0,nohelp,woman,somecollege,other,32.0,0,284
285,285,1,"I just repeated which were in Group A in my head.  There was a bit of luck in me getting them all correct, since I didn't remember a few of them.",,"It's really dissappointing that I didn't win the bonus after doing so well on the test, but what can you do.",8.0,8.0,nohelp,man,bachelors,humanities,37.0,0,285
286,286,1,"Just remembering what I learned, especially when I made a mistake.",,"I hated the timer thing, I HATED it! Because I thought I made the bonus $10.",10.0,8.0,nohelp,woman,bachelors,mathscience,50.0,0,286
287,287,1,"I guessed correctly from the start, so I did not need a strategy.  I went with simple first.",,I felt like the instructions were longer than the actual task.,8.0,0.0,nohelp,man,bachelors,business,38.0,0,287
288,288,5,none,,Nice experience,9.0,2.0,nohelp,man,masters,business,32.0,0,288
289,289,1,na,,na,9.0,6.0,nohelp,man,bachelors,engineering,28.0,0,289
290,290,1,"After seeing a shape in the first part, I visualized the initial screen showing the cards and assigned them a letter as they popped up on the screen. ",,,10.0,2.0,nohelp,man,somecollege,business,40.0,0,290
291,291,2,"I tried to envision the shapes in one group as forming two neighboring houses of different sizes, and I simply tried to remember the combination of colors (roof = dark, walls = white).  Then just focused on memorizing one group (B)",,No,7.0,2.0,nohelp,man,masters,mathscience,44.0,0,291
292,292,2,Nothing really except trying to determine patterns like large = left or white = right.,,It was decent that it was only 16 learning questions which made it paid decently after fairly long instructions.,9.0,9.0,nohelp,man,bachelors,engineering,64.0,0,292
293,293,1,"I tried to pay most of my attention to memorizing the 4 shapes that were in group A.  Then, I automatically knew which ones were in group B.",,I thought I answered all of the test questions correctly.  I was surprised that I only answered 6 correctly.,5.0,5.0,nohelp,woman,bachelors,other,49.0,0,293
294,294,1,Just my own ideas.,,None.,8.0,7.0,nohelp,woman,masters,business,51.0,0,294
295,295,2,,,,10.0,1.0,nohelp,man,somecollege,business,50.0,0,295
296,296,2,,,,9.0,7.0,nohelp,man,bachelors,other,38.0,0,296
297,297,2,"according to the shape, size and color i play the game",,no,8.0,2.0,nohelp,man,masters,other,32.0,0,297
298,298,2,no,,good study,8.0,8.0,nohelp,man,masters,mathscience,41.0,0,298
299,299,5,No,,no,5.0,6.0,nohelp,woman,bachelors,socialscience,26.0,0,299
300,300,2,,,,7.0,8.0,nohelp,man,bachelors,mathscience,59.0,0,300
301,301,2,I did not really have any particular strategies. I just tried my best to remember which shapes belonged to which group.,,The task was very stimulating and challenging.,6.0,7.0,nohelp,man,bachelors,socialscience,28.0,0,301
302,302,1,none,,,9.0,3.0,nohelp,man,somecollege,noresp,30.0,0,302
303,303,1,I didn't have a strategy,,No.,8.0,10.0,nohelp,man,somecollege,noresp,32.0,0,303
304,304,1,I didn't have any strategy beyond trying to discern the pattern for the two groups which I was unable to do. ,,"Not really, it seemed that one of the cards contradicted its group in the learning phase but likely I was mistaken. ",7.0,3.0,nohelp,man,somecollege,humanities,43.0,0,304
305,305,3,no,,no,8.0,9.0,nohelp,man,masters,business,32.0,0,305
306,306,4,i just tried to understand and cram what the rule was especially where the shapes belonged,,no,10.0,10.0,nohelp,man,bachelors,business,31.0,0,306
307,307,1,simply learned the groups and lost due to rng,,none,7.0,4.0,nohelp,man,bachelors,business,46.0,0,307
308,308,4,none,,no,5.0,5.0,nohelp,man,masters,socialscience,36.0,0,308
309,309,7,"I didn't have any real strategy, I just tried to figure out where each shape went.",,None,8.0,7.0,nohelp,woman,bachelors,humanities,47.0,0,309
310,310,2,"I tried to find a pattern, but I failed to. ",,None. ,8.0,10.0,nohelp,woman,bachelors,other,51.0,0,310
311,311,1,NO,,good ,10.0,4.0,nohelp,woman,bachelors,humanities,47.0,0,311
312,312,1,tried to remember what was in group A,,no,5.0,6.0,nohelp,woman,bachelors,engineering,52.0,0,312
313,313,8,nothing,,no,8.0,9.0,noresponse,man,somecollege,noresponse,54.0,0,313
314,314,1,its memory game at the begining so i had to really focus and once i realized what the difference was between the 2 groups it was easy to remember.,,it was fun survey to do thanks,10.0,5.0,nohelp,woman,somecollege,humanities,30.0,0,314
315,315,5,I try to read as much I can and tried to understand the rules. Lastly I tried to remember answer the practice test and the real test... ,,Very Fun and engaging card game.. ,10.0,8.0,nohelp,woman,somegrad,business,37.0,0,315
316,316,2,I didn't have any,,no,5.0,6.0,nohelp,man,somecollege,noresponse,39.0,0,316
317,317,2,,,good,10.0,5.0,nohelp,man,masters,engineering,42.0,0,317
318,318,2,Just memorizing it with categorizing by shapes.,,Nothing,10.0,2.0,nohelp,woman,bachelors,business,54.0,0,318
319,319,1,none,,none,7.0,8.0,nohelp,woman,bachelors,mathscience,58.0,0,319
320,320,1,I just did my best to memorize the shapes and colors and focus on what was happening with the squares first because they were the first shape that I saw. ,,,8.0,9.0,nohelp,woman,somecollege,other,45.0,0,320
321,321,3,remember the pattern for group a and b,,none,8.0,7.0,nohelp,man,doctor,mathscience,45.0,0,321
322,322,1,"I immediately tried to group the cards into size, if that didn't work I was going to try fill color.",,Thanks for the interesting and fun tasks.,10.0,0.0,nohelp,man,somecollege,other,30.0,0,322
323,323,3,No,,none,5.0,5.0,nohelp,man,masters,engineering,28.0,0,323
324,324,1,I just try to memorize,,The effort required is insane and the pay off is way too small.,5.0,5.0,nohelp,man,bachelors,mathscience,24.0,0,324
325,325,2,I tried to figure out the rules for each group.,,This was harder than I thought it would be.,6.0,8.0,nohelp,woman,masters,business,41.0,0,325
326,326,1,I didn't have any strategy.,,The interface was easy to use. I didn't have any issues.,7.0,5.0,nohelp,man,somecollege,other,30.0,0,326
327,327,1,I just chose A for each card until I found the 4 that were in group A,,no comments,8.0,1.0,nohelp,man,bachelors,engineering,39.0,0,327
328,328,2,no,no,nice,5.0,9.0,nohelp,woman,masters,engineering,26.0,0,328
329,329,2,none,,none,8.0,9.0,nohelp,man,bachelors,humanities,42.0,0,329
330,330,2,,,Interesting,9.0,5.0,nohelp,woman,highschool,noresp,48.0,0,330
331,331,2,I tried to remember what belonged in which group.,,none,10.0,5.0,nohelp,woman,somecollege,mathscience,38.0,0,331
332,332,1,During the learning phase I would try to find patterns to see if similar cards were part of the same group.  For example I thought there would be a good chance that both large squares would be in the same group.  Then I tried to remember the groups of the cards using those patterns.,,None.,9.0,4.0,nohelp,man,highschool,noresp,36.0,0,332
333,333,1,I basically just tried to memorize which shapes belonged to which category. I would repeat them to myself in my head to try and remember the rule.,,It was a fun and interesting task. Thank you!,7.0,3.0,nohelp,man,bachelors,business,31.0,0,333
334,334,1,I tried to remember which objects were in each categories buy just isolating one side but as i continued I started to forget the trials i learned earlier,,,7.0,8.0,nohelp,man,somecollege,mathscience,35.0,0,334
335,335,2,nil,,instructions were easy but cannot proceed the game as per the rules. It shows wrong at all,10.0,9.0,nohelp,man,bachelors,business,56.0,0,335
336,336,1,,,,10.0,6.0,nohelp,man,masters,engineering,36.0,0,336
337,337,11,NOTHING,,EXCELLENT STUDY,10.0,10.0,nohelp,man,bachelors,engineering,35.0,0,337
338,338,1,I had no particular strategy,,,5.0,3.0,nohelp,man,somecollege,humanities,37.0,0,338
339,339,3,"Only to try to see a pattern, and look, and remember any divergence from it.",,none,7.0,7.0,nohelp,man,somecollege,noresp,49.0,0,339
340,340,1,"I created a mental matrix in my mind of shape, size and color and with the first few trials, I assigned the results to my mental matrix.  Luckily, I was focusing on shapes first and it turned out that was the primary differentiator.   ",,"Thanks for the opportunity to participate, good luck with your research and stay safe!",8.0,3.0,nohelp,man,masters,engineering,54.0,0,340
341,341,2,"Categorized all cards by shape , color and size.",,"No, there aren't any",10.0,9.0,nohelp,man,bachelors,engineering,38.0,0,341
342,342,1,I tried to remember black is B but for the most part I was guessing.,,"I would have appreciated a longer learning phase because honestly, I think I was lucky because the one thing I remembered was black squares are B.",9.0,8.0,nohelp,man,bachelors,mathscience,48.0,0,342
343,343,2,No,,,8.0,6.0,nohelp,man,bachelors,engineering,38.0,0,343
344,344,1,I had no specific strategy at all.,,No.,6.0,5.0,nohelp,woman,somehs,noresp,49.0,0,344
345,345,1,"The first card I just had to guess.  Then if the second card had a similar attribute I would try it in the same group.  I could start to audition potential rules and if a card was incorrect I would modify my guess at the rule. As long as cards were correct, I would keep that rule.",,no,8.0,0.0,nohelp,man,bachelors,mathscience,48.0,0,345
346,346,13,follow instruction only,,very critical ,8.0,8.0,nohelp,man,bachelors,engineering,40.0,0,346
347,347,3,none,none,none,5.0,7.0,nohelp,man,masters,business,47.0,0,347
348,348,15,good,,nice,5.0,5.0,nohelp,noresp,bachelors,engineering,49.0,0,348
349,349,1,"No, just trying to remember the rules",,"Your bonus system is unnecessarily complex, confusing and annoying. It almost feels like you don't really want to give the bonus and to be frank, your study would be better off with out it....less people to annoy.",5.0,5.0,nohelp,man,bachelors,socialscience,27.0,0,349
350,350,3,no i just followed the instructions properly,,None,8.0,3.0,nohelp,man,bachelors,engineering,39.0,0,350
351,351,1,I just memorized the shapes and sizes.,,Nothing,10.0,9.0,nohelp,woman,bachelors,business,48.0,0,351
352,352,2,NO,,Use my knowledge,7.0,2.0,nohelp,man,masters,mathscience,47.0,0,352
353,353,3,None,,,8.0,9.0,nohelp,man,bachelors,business,27.0,0,353
354,354,5,"I just memorized all the shapes and sizes,",,Nothing,9.0,8.0,nohelp,man,bachelors,business,59.0,0,354
355,355,2,None.,,,6.0,8.0,nohelp,man,bachelors,mathscience,48.0,0,355
356,356,1,I didn't have any strategies.,,No.,5.0,8.0,nohelp,woman,somegrad,noresponse,28.0,0,356
357,357,1,"I think I happened to find the right grouping after the second practice card. I just randomly chose to see if the A group was the Triangles, and the B group was the Squares.",,I enjoyed it.,7.0,2.0,nohelp,man,somecollege,socialscience,32.0,0,357
358,358,3,use my knowledge,,Good,6.0,3.0,nohelp,woman,masters,mathscience,35.0,0,358
359,359,1,no,,it was very exciting and fun,10.0,9.0,nohelp,woman,masters,mathscience,37.0,0,359
360,360,4,tried to find which groups belong together.,,no,10.0,10.0,nohelp,man,highschool,noresp,30.0,0,360
361,361,1,I tried to remember the group of each card.,,no,10.0,6.0,nohelp,man,somecollege,mathscience,68.0,0,361
362,362,2,NOTHING,,GOOD,7.0,6.0,nohelp,woman,somegrad,mathscience,40.0,0,362
363,363,1,I simply guessed the first few and tried to figure out the reasoning,,No,8.0,2.0,nohelp,man,bachelors,engineering,42.0,0,363
364,364,3,I tried to remember which shapes/colors/sizes went into which group,,The task was easy in theory but not as easy in practice,10.0,5.0,nohelp,woman,somecollege,other,65.0,0,364
365,365,1,I did not have any strategies except try to remember where each shape went.,,"I don't have any other thoughts, I thought it was fair.",8.0,4.0,nohelp,man,somecollege,engineering,20.0,0,365
366,366,3,nice,no,no,4.0,7.0,nohelp,man,bachelors,business,28.0,0,366
367,367,7,I just kept in my mind which color and size was correct on each side and quickly made note of the pattern.,,"I found it engaging, thanks!",8.0,4.0,nohelp,man,bachelors,business,35.0,0,367
368,368,3,"I just tried to remember what was in each group, I guess I didn't do well enough.",,"Kinda bummed I didn't get the bonus, but thank you for letting me take this, it all worked fine for me.",10.0,7.0,nohelp,man,somecollege,humanities,30.0,0,368
369,369,1,"Mostly trial and error and hope I notice a pattern, which I did.",,"Not really, well designed, good clear instructions. ",10.0,4.0,nohelp,man,somecollege,socialscience,32.0,0,369
370,370,1,Just gave my best guess.,,no. nothing.,8.0,6.0,nohelp,man,bachelors,engineering,47.0,0,370
371,371,1,"I tried to memorize exceptions, instead of the ""rule."" It's easier to remember two exceptions than to remember all the items of the overall rule.",,,10.0,8.0,nohelp,man,bachelors,mathscience,35.0,0,371
372,372,1,Nope,,Good,8.0,4.0,nohelp,man,masters,mathscience,32.0,0,372
373,373,4,None. I learn the introduction is more good.,,none,10.0,3.0,nohelp,man,bachelors,business,40.0,0,373
374,374,2,memorization,,,9.0,10.0,nohelp,man,masters,business,44.0,0,374
375,375,2,I went over the different rules there might be such as all shaded in one section or all shaded except one shape to figure out which rule it would be.,,no,8.0,3.0,nohelp,woman,bachelors,socialscience,38.0,0,375
376,376,2,I went with a hunch once I got one wrong and I happened to be right. I think it was that the square didn't go in group A. ,,It was interesting and I was prepared for something far more difficult.,7.0,1.0,nohelp,woman,bachelors,socialscience,43.0,0,376
377,377,1,Followed instruction,,Good interesting,7.0,8.0,nohelp,woman,bachelors,socialscience,51.0,0,377
378,378,1,"I tried to take a few moments to really envision the images and the correct letter in my mind each time, and then to go over them as much as I could remember before the test.",,I think it requires really good concentration.,10.0,7.0,nohelp,woman,masters,mathscience,45.0,0,378
379,379,1,"I simply tried to memorize the shapes, colors, and sizes",,no,10.0,5.0,nohelp,man,somegrad,humanities,33.0,0,379
380,380,9,I grouped the objects according to the size of the objects. ,,nothing,9.0,2.0,nohelp,man,bachelors,mathscience,23.0,0,380
381,381,3,none,,yes pay more.  Learning surveys are a drag on mturkers. They may find this one rather underpaid.,8.0,8.0,nohelp,man,somecollege,humanities,57.0,0,381
382,382,2,,,Very interesting experiment but i am not lucky. Definitly next time i will try it.,5.0,7.0,nohelp,man,masters,engineering,47.0,0,382
383,383,1,I tried to memorize the size and color of group A parts only. By this I can easily identify group B parts.,,Experiments seems nice and I enjoyed it.,10.0,7.0,nohelp,woman,bachelors,business,60.0,0,383
384,384,2,"After getting the first trial correct, I decided to try the rule of putting large shapes, regardless of fill color, into the same group.",,"This was a very engaging, interesting, and enjoyable task. ",10.0,0.0,nohelp,woman,doctor,mathscience,24.0,0,384
385,385,5,No particular strategy. Just followed my instinct ,,,0.0,5.0,nohelp,man,masters,noresponse,72.0,0,385
386,386,8,I didn't employ any certain kind of strategy.,,none,10.0,0.0,nohelp,man,highschool,noresp,31.0,0,386
387,387,4,"I thought it was going to be easy, so I went for 50% and choosing B for every answer",,none,8.0,10.0,nohelp,woman,masters,business,36.0,0,387
388,388,1,"I did not really recognize any pattern, I mostly just tried to memorize the groups.",,I feel like I got a bit lucky to score 7 out of 8.,5.0,9.0,nohelp,man,somecollege,other,32.0,0,388
389,389,2,I was trying to pay attention to what size shapes belonged in what group or even the shape itself to figure out some kind of pattern. ,,,10.0,6.0,nohelp,woman,bachelors,business,38.0,0,389
390,390,2,,,,10.0,0.0,nohelp,woman,bachelors,business,24.0,0,390
391,391,3,"No, I didn't use any strategies.",,It is very interesting to do and beneficial to me.,9.0,9.0,nohelp,man,bachelors,humanities,23.0,0,391
392,392,2,,,,8.0,7.0,noresp,man,somecollege,noresp,30.0,0,392
393,393,2,I use the rules to determine the cards.,,Nothing,9.0,8.0,nohelp,man,bachelors,mathscience,44.0,0,393
394,394,1,"While I was learning, I tried to find a rule that would make it so that I only had to remember the exceptions and not every card.",,,8.0,4.0,nohelp,man,masters,socialscience,45.0,0,394
395,395,3,none,,none,5.0,5.0,nohelp,man,bachelors,engineering,34.0,0,395
396,396,1,I just memorized all the things with its shapes and size,,Nothing,9.0,8.0,nohelp,man,bachelors,business,48.0,0,396
397,397,3,Just tried to remember.  More trials would have helped.,,It was entertaining.,9.0,5.0,nohelp,woman,somecollege,business,66.0,0,397
398,398,1,The only strategy I had was trying to remember but I guess it didn't work very well,,It more difficult than I thought it would be.,10.0,8.0,nohelp,man,somecollege,business,64.0,0,398
399,399,1,Card imagine shape lessoning ideas for in this survey..,,"yeah, I like in this survey..",8.0,4.0,nohelp,man,masters,business,35.0,0,399
400,400,7,no,,nice,6.0,7.0,nohelp,woman,bachelors,engineering,31.0,0,400
401,401,2,I didn't have any specific strategy,,No,9.0,8.0,nohelp,woman,bachelors,socialscience,27.0,0,401
402,402,1,Pure memorization.,,,10.0,4.0,nohelp,woman,somegrad,socialscience,52.0,0,402
403,403,8,UNDERSTAND,YES,GOOD,3.0,7.0,nohelp,woman,bachelors,engineering,36.0,0,403
404,404,1,NOTHING,,EXCELLENT STUDY,10.0,10.0,nohelp,man,bachelors,engineering,60.0,0,404
405,405,4,No strategies.,,Such a good task.,7.0,4.0,nohelp,woman,bachelors,business,43.0,0,405
406,406,1,,,no,5.0,10.0,nohelp,man,somecollege,engineering,39.0,0,406
407,407,1,I just tried to remember where things went as i learned. ,,No comments. ,10.0,7.0,nohelp,woman,somecollege,humanities,41.0,0,407
408,408,7,no,,nothing,8.0,3.0,nohelp,woman,masters,noresp,38.0,0,408
409,409,2,I just tried to memorize the correct answer of the shapes/sizes/colors so that when I saw it again I would know.,,,10.0,2.0,nohelp,woman,highschool,noresp,42.0,0,409
410,410,2,none,,none,10.0,7.0,nohelp,man,masters,business,42.0,0,410
411,411,4,very nice difficult game,yes,no,8.0,8.0,yeshelp,man,bachelors,business,35.0,0,411
412,412,5,nice survey,yes,no,2.0,7.0,yeshelp,woman,somegrad,business,70.0,0,412
413,413,4,memory,,none,5.0,4.0,nohelp,woman,highschool,noresp,63.0,0,413
414,414,2,I tried to memorize where individual items fit... unsuccessfully.,,No,4.0,8.0,nohelp,man,bachelors,mathscience,39.0,0,414
415,415,1,I didn't have much of a strategy. Just tried to remember which shape/color went with the categorys,,none,7.0,7.0,nohelp,man,highschool,noresp,34.0,0,415
416,416,1,"None, just trying to remember.",,No,9.0,5.0,nohelp,man,bachelors,other,39.0,0,416
417,417,2,None,,No,5.0,6.0,nohelp,woman,bachelors,noresponse,39.0,0,417
418,418,3,normal only,,,5.0,6.0,nohelp,man,bachelors,humanities,32.0,0,418
419,419,2,no,,good study ,8.0,6.0,nohelp,man,masters,mathscience,38.0,0,419
420,420,2,no strategies ,,,8.0,7.0,nohelp,woman,bachelors,socialscience,39.0,0,420
421,421,2,My strategy was to keep each color on each side.  ,,I thought it was fairly straight forward.,4.0,6.0,nohelp,man,bachelors,business,33.0,0,421
422,422,5,I didn't have particular strategies.,,no,6.0,8.0,nohelp,man,somecollege,mathscience,22.0,0,422
423,423,3,Tried to remember the pattern in my head,,none thanks,5.0,5.0,nohelp,woman,bachelors,socialscience,34.0,0,423
424,424,2,,,,10.0,9.0,nohelp,woman,highschool,noresponse,31.0,0,424
425,425,1,,,,5.0,4.0,nohelp,man,somegrad,socialscience,53.0,0,425
0,0,1,"I was a bit overwhelmed by the different configurations (size, color, shape), so I got confused. However, I tried to primarily focus on color and shape",,"It would have been nice to show all of the shapes together for at least a few seconds or possibly given a hint for one of the configurations (shape, size, color).",7.0,8.0,nohelp,woman,somecollege,business,22.0,1,426
1,1,2,,,,10.0,4.0,nohelp,man,masters,engineering,38.0,1,427
2,2,3,I tried to sort the groups by which had either 3 of one shape or three of one color. ,,,8.0,6.0,nohelp,man,bachelors,business,32.0,1,428
3,3,2,"I was honestly super confused on what I was doing, and I tried my best but I couldn't figure out any of the patterns for the most part.",,,5.0,10.0,nohelp,man,highschool,noresponse,29.0,1,429
4,4,1,"i watching the one part off sizes to answer the part.
",,No,9.0,8.0,nohelp,woman,bachelors,business,31.0,1,430
5,5,2,"i watching the one part off sizes to answer the part.
",,No,9.0,8.0,nohelp,man,bachelors,business,28.0,1,431
6,6,2,JUST WATCHING,,NOTHING ,7.0,7.0,nohelp,woman,bachelors,other,71.0,1,432
